0	8467999.368139	93230.652837	55361.990701	64.319000
1	8467999.368139	90454.135418	57254.495891	71.955000
2	8467999.368139	79518.108571	55578.000840	74.017000
3	8467999.368139	91988.666689	56168.342029	81.178000
4	8467999.368139	81551.160810	55614.822230	65.792000
5	8467999.368139	88220.646256	55300.678728	83.835000
6	8467999.368139	72874.154512	55823.981308	71.405000
7	8467999.368139	85141.098174	55504.716415	71.157000
8	8467999.368139	82792.489483	56995.247565	67.585000
9	8467999.368139	78554.558783	54709.818406	70.002000
10	8467999.368139	94171.310102	54859.474005	91.023000
11	8467999.368139	87717.923603	56963.382073	70.218000
12	8467999.368139	87203.922114	53991.682204	84.749000
13	8467999.368139	82913.192197	55711.139519	58.990000
14	8467999.368139	83092.538702	57428.683639	57.019000
15	8467999.368139	85460.638761	55936.579405	55.785000
16	8467999.368139	81180.332252	56250.151236	59.221000
17	8467999.368139	86793.823013	55810.350391	74.037000
18	8467999.368139	81436.036939	53584.295125	65.967000
19	8467999.368139	83425.209146	53729.989420	83.008000
