0	33117316.177833	69691.984461	42843.715383	2160.791000
1	33117316.177833	72433.513590	41283.752187	2340.672000
2	33117316.177833	65262.351950	42866.035531	2732.643000
3	33117316.177833	67778.876147	44273.645979	1953.405000
4	33117316.177833	64741.199834	44013.938114	2142.254000
5	33117316.177833	69146.143359	44650.875078	1658.456000
6	33117316.177833	65559.897287	43983.779264	2283.318000
7	33117316.177833	70214.948785	44134.483199	2156.454000
8	33117316.177833	66034.961881	41837.828788	2025.460000
9	33117316.177833	61035.094361	44333.600333	1896.205000
10	33117316.177833	66759.744762	42419.520675	2247.394000
11	33117316.177833	66708.129394	43945.668899	1740.067000
12	33117316.177833	65715.653967	43168.204609	2015.366000
13	33117316.177833	63299.407816	43732.698531	2281.418000
14	33117316.177833	72158.192279	42611.228325	2316.538000
15	33117316.177833	65151.185778	44389.024322	2064.308000
16	33117316.177833	65287.902520	46103.280875	2136.972000
17	33117316.177833	60378.938382	46369.100835	2144.819000
18	33117316.177833	64880.731583	45323.585342	1905.561000
19	33117316.177833	63877.533233	44183.710671	2108.639000
