0	42203836.144361	20537.811081	11941.739753	3584.415000
1	42203836.144361	19689.313985	12208.347437	3527.030000
2	42203836.144361	19720.084201	12261.257100	2851.013000
3	42203836.144361	18699.487390	11963.443220	3052.627000
4	42203836.144361	19905.095914	13118.805078	3096.428000
5	42203836.144361	19449.917386	12829.606754	3243.119000
6	42203836.144361	18940.626189	12464.665473	2772.957000
7	42203836.144361	19199.711748	12233.743258	2382.225000
8	42203836.144361	18042.847737	11983.877147	3461.200000
9	42203836.144361	19676.448046	11652.943339	3520.472000
10	42203836.144361	18501.350314	12391.111548	3101.895000
11	42203836.144361	18412.414131	11715.175524	2687.302000
12	42203836.144361	20012.279351	12363.581572	3361.547000
13	42203836.144361	18582.776280	11823.091283	3866.881000
14	42203836.144361	18477.033647	11703.792074	2706.786000
15	42203836.144361	19459.635023	12276.136821	3003.812000
16	42203836.144361	19837.498099	12394.035500	3289.675000
17	42203836.144361	18209.766310	11803.466509	2656.973000
18	42203836.144361	19020.300924	12238.868497	2761.763000
19	42203836.144361	19262.357194	12094.265969	3138.718000
