0	4627771.584001	8098.196821	5562.038233	2855.564000
1	4627771.584001	8304.089912	5345.806846	3561.982000
2	4627771.584001	8542.043797	5565.387756	3327.660000
3	4627771.584001	8274.266341	5332.030627	2698.980000
4	4627771.584001	8176.122240	5565.766889	2611.990000
5	4627771.584001	8082.265780	5234.595529	2885.284000
6	4627771.584001	8321.799120	5353.489083	3257.385000
7	4627771.584001	7908.541813	5187.744471	4435.316000
8	4627771.584001	7938.830554	5378.692630	3898.036000
9	4627771.584001	8032.575375	5408.363947	3031.455000
10	4627771.584001	8480.954668	5419.899889	3295.963000
11	4627771.584001	8233.191822	5293.535141	3357.321000
12	4627771.584001	8110.446916	5598.672905	3615.276000
13	4627771.584001	9153.858441	5690.019385	2995.958000
14	4627771.584001	7960.481570	5363.627283	2648.049000
15	4627771.584001	7953.353130	5415.434700	3423.934000
16	4627771.584001	8501.402531	5714.281926	3738.993000
17	4627771.584001	8194.017147	5455.227156	3254.030000
18	4627771.584001	8234.207563	5414.094794	3001.969000
19	4627771.584001	7781.188861	5477.872516	2473.650000
