0	315518.810498	776.877656	569.424589	2559.044000
1	315518.810498	802.809402	559.226124	2163.776000
2	315518.810498	851.618726	560.713981	3722.071000
3	315518.810498	767.189787	565.152607	2478.114000
4	315518.810498	818.297358	547.973956	2219.784000
5	315518.810498	848.076093	543.235331	3363.051000
6	315518.810498	868.798198	555.824875	2655.041000
7	315518.810498	816.531096	552.247323	3352.131000
8	315518.810498	857.288404	559.164168	2989.976000
9	315518.810498	776.284252	532.743461	2478.767000
10	315518.810498	895.235998	554.705647	2819.936000
11	315518.810498	864.753532	549.239606	3093.109000
12	315518.810498	757.555375	521.650519	3334.882000
13	315518.810498	867.945696	545.593517	3012.076000
14	315518.810498	757.183538	539.255608	2800.113000
15	315518.810498	824.547868	528.834759	3070.064000
16	315518.810498	838.620847	545.130102	2837.760000
17	315518.810498	900.710932	553.075877	2782.018000
18	315518.810498	876.231352	547.513757	2608.465000
19	315518.810498	862.951791	541.373103	2758.935000
