0	4015172.945756	10543.033756	6840.365104	169.776000
1	4015172.945756	11073.714301	6957.851601	193.350000
2	4015172.945756	10432.909065	6829.107652	165.905000
3	4015172.945756	10145.904080	7579.352811	177.007000
4	4015172.945756	10521.812010	7054.645194	173.796000
5	4015172.945756	11825.581207	6955.449219	132.679000
6	4015172.945756	11978.532172	6926.931320	170.498000
7	4015172.945756	10736.913266	7292.631935	193.035000
8	4015172.945756	9846.359851	7069.909753	168.971000
9	4015172.945756	9967.703149	7103.008005	119.445000
10	4015172.945756	12018.019635	7016.691484	200.809000
11	4015172.945756	10239.887448	7499.683236	155.725000
12	4015172.945756	10800.945040	7281.799493	139.015000
13	4015172.945756	11683.903301	6476.080603	148.017000
14	4015172.945756	10773.863231	7415.976112	170.769000
15	4015172.945756	11061.730648	7299.387207	185.239000
16	4015172.945756	10503.129616	6749.768989	182.056000
17	4015172.945756	11501.861813	7402.889856	147.254000
18	4015172.945756	10551.507894	6952.720268	158.129000
19	4015172.945756	10382.749916	6706.828242	139.611000
